"","x","y3"
"1",3.3895779682789,14.300349183772
"2",4.34911509673111,17.1496999365014
"3",6.15568027016707,22.232508312116
"4",9.17387010995299,33.2782806743274
"5",2.8151373793371,10.7696487561576
"6",9.08550716470927,33.563571392195
"7",9.50207741744816,29.7936169865546
"8",6.94718013238162,25.1687367413099
"9",6.66202639508992,26.1182661232149
"10",1.55607643420808,10.0682383850688
"11",2.85377117409371,15.9738820515158
"12",2.58901077276096,12.5957119951314
"13",7.18320561992005,28.0604407764613
"14",4.45693346392363,21.628108478208
"15",7.92857277998701,26.7128568208705
"16",5.47929317876697,17.5840814746843
"17",7.4585665743798,27.5158782397045
"18",9.92715485347435,34.0743448911045
"19",4.4203166149091,16.6322850796965
"20",7.99700699187815,27.6910900232641
"21",9.41234707995318,31.2886262994708
"22",2.90928269154392,15.9081003167881
"23",6.8650638947729,29.0509269465803
"24",2.12999586365186,14.366468687293
"25",3.40498601854779,13.9264187271677
